孙英杰,天不断黑了又亮亮了又黑.,0
王切达,玩梗编段子专业级业余选手。,-1
少年,,1
韭菜回魂丸,区块链项目分析师 各类盘子风险分析师,1
惊鸿,小圈子受众群体！,1
匿名用户,,1
nekoneko,,-1
匿名用户,,1
厚积薄发G,延边大学研究生,-1
我我我我我,环境设计（室内/景观）,-1
猎头老王,付费咨询请添加老王私人微信：13383848297，不闲聊！,1
我养了一只黑猫,精神病医院主治医师,-1
Joker,不挣钱/学生/广播电视新闻学专业/喜欢影视创作/,1
马青山,,-1
墨叶千,医学生,-1
喜欢飘窗,影评人 公众号：影评专家,1
SYWQ,电子工程学生,-1
法棍太郎,,-1
卖宠物的小哥哥,杭州下沙乔巴宠物,0
老贼老贼钱老贼,我咋干啥啥不行,1
MADMAX,天马行空的90后。,1
学生仔,普通学生仔√,1
王俊傑,不想当将军的主持人不是好厨子,1
小乌丫,hi,-1
Chok JH,学生,-1
匿名用户,,1
水冰气,,-1
一条有病的食草鱼,你好哇！叫我赵幸运可以吗？,0
匿名用户,,1
依然在,_(:ᗤ」ㄥ)_,1
Rilkean Heart,醉后不知天在水，满船清梦压星河,1
匿名用户,,1
chenkoko,逼乎真是什么货色都可以上来装一逼，比如我,-1
顺着边跑,心理，运动，经济，健身,1
贾真,,1
不知道人,学生,-1
百转千回,,1
圆圆豪,呀哈哈,-1
知乎用户,,1
知乎用户,,1
无情,,-1
小鳄鱼,,-1
野心家,运动康复,1
cookie jar,,-1
匿名用户,,1
匿名用户,,1
有鬼,,-1
pigofzhou,我家有瑶瑶猪,1
珂珂叽,,-1
阴天快乐,,-1
刘老师菜的一批,爱好心理学的ee专业大三学生,1
匿名用户,,1
匿名用户,,1
C0ss4ck,Pwner Pwner Chicken Dinner,-1
知乎用户,,0
匿名用户,,1
会飞的荔枝,,-1
匿名用户,,1
二柱子,高三学生,-1
岁禾,高考完了的学弟学妹可以问我问题哈,1
知乎用户,,1
孤单顺其自然,chengxuyuan,-1
陈gacin的小男孩,,0
匿名用户,,1
Christopher,啦啦啦，超级型男～～,-1
绝情流星,,1
Ryan,学生,-1
匿名用户,,1
hailhydra,材料专业的大三狗,-1
张磊,一天不做题就难受的数学老师,-1
陈宇鹏Allen,,-1
一介道工,2019年的税法改革与我毫无瓜葛,1
平地也崴脚,耐得住平凡禁不起浪…,1
2014,鹅厂前端,1
丁明立,销售,-1
匿名用户,,1
zzz,盛世烟花由你而放，世人只观烟花，无人念你。,-1
了不起的路易十三,,-1
爱斯基摩猫,怕热,-1
Vijay,肥料学，植物营养，植物种植，植物缺素诊断！,1
秦郢,一条小青龙,0
暴走蜗牛丶,朝九晚五的好学生,-1
以微知威,芊芊学子,1
你看起来很好吃,法律专业学习中,-1
二郎,多情者自古有之，岂独吾戚戚焉。,1
哦你说的对,嗨呀一条转专业AF狗子,-1
神经症最佳演员,完美主义精分，强迫回忆症患者,-1
图南,万物更新 旧疾当愈 一如既往 万事胜意,1
幽灵小鬼,,-1
知乎用户,,1
Afif,阿拉伯语,1
知乎用户,,-1
Loco,取舍,-1
落梳,扑街的网络写手，立志惩奸除恶的讼棍，祸害祖国花朵的地理老师。,-1
焯寒,Have fun being sad,-1
匿名用户,,1
Zephyr,。,1
匿名用户,,1
王雷涛,那个盗我图的人，你还健在？,1
袁坦,如浮萍 如草芥 但在梦想的道路上从未停止脚步,-1
匿名用户,,1
徐泽秋,金融界中音乐造诣最高，没有之一,1
huangsai,,-1
七个圈,世界史，中国史，军事史和冷战史的半吊子,1
开眼视频App,汇集全球优质短视频，在开眼，短视频也像看大片！,-1
OPEN曹,此情隔山海，山海定可平,1
二狗,单板初学者,-1
钱舵,,1
飞翔的FBI,新疆警察,1
Andrew Lok,好久不见。,1
愉悦,,0
JamJam,,1
轻声呢喃,按快门的,-1
HST啊,,1
Reyes777,十三年游戏玩家,1
BB丶丶,,-1
西西弗斯,每一个绘里本的男主角，都是另一条世界线的我。,1
今天ys嫁给我了吗,计院开除，自学成才。,-1
psypang,类咸鱼,-1
Sergio,half way sleepy pharmacist,1
黄药师,如果 可以 谁 愿意 活的 这么 汉子 ！！,0
啊啊啊啊,闲云野鹤  无所事事,-1
跳进海里避雨,爱橘猫的少年,1
顾乐,鞋狗,-1
乱秇,美术爱好者,-1
claus,IT,-1
Bolomine,,-1
Apprentice,想输的一无所有,-1
鬼谷,Say you will and Beautiful in white,-1
唐君,生活即艺术,1
冂吉arch,AZL建筑事务所,1
匿名用户,,1
装作很凶,医学生,-1
Chan Choumen,黑夜梦想家,-1
匿名用户,,1
CS Rookie,人如昵称,1
Angramd,会乐器会画画爱拍照爱生活,0
匿名用户,,1
小公居,我真的不是杠精。,1
楼上来的声音,“你觉得”的事情，还需要问别人吗,1
粥六,擅长撸串 写自由诗 四川电视台《天气预报》栏目忠实观众,0
张木羽浩,,1
叶秋,,-1
木木子,不不不，孩子你这样做是不对的,1
素素,,0
我要干嘛来着,,-1
陆飞0516,机械工程师,-1
匿名用户,,1
江江江美子,新娘跟妆了解一下,0
小二熊,,-1
十一,,-1
懵懂的小汪,以前是小汪，正变成老汪,1
王博文,音频包装歌手配音,-1
覆蓝客,Hollywood Film Festival策划/电影制片/公共关系,1
匿名用户,,1
水面荡漾的遐想,,-1
旭旭旭旭旭旭,学生,-1
一千的小张,,1
爱喝柠檬茶,爱生活爱女朋友,1
白色衬衫吖,我有女朋友！！！！？,-1
匿名用户,,1
卓小娱,娱乐记者,0
海龟先生,,1
匿名用户,,1
黑化肥挥发会发灰,互联网、健康、运动,1
Nite,五六柒,1
刘澎,树洞里的耳朵,-1
多暗,3d游戏场景设计师,1
不爱吃香菇,,-1
半盏浮生半盏可乐,我们最好的遇见，是现在这样的五月。,1
安生,学生,-1
南宫轩尘,,-1
凭渊,苦海无边 回头是我,1
木子,,-1
匿名用户,,1
言蹊,激励你的不是什么所谓的正能量，而是屈辱和不甘。,1
菊花侠的大菊花,苦逼学生党,-1
冷风,迷茫的大学生,-1
ParaisnotPala,金属有害健康,-1
王太太,生不逢时。,0
龙天八部,学生,-1
dzyyyyy,,-1
丫头的他,会一直等她,-1
木辉,我给你讲，我超爱我夫人,1
nicholaswilde,Computer Architecture,-1
不是哦哥哥,,1
恩托,,-1
小空空,位卑未敢忘忧国,1
nyh,,-1
库尔勒大魔王,直男一个，脾气贼差。,1
白首不分离,LOL游戏者，如果想要教程可以私我,1
匿名用户,,1
昱米不爱吃玉米,专注于脸的学生党,0
咖喱,程序员,-1
菜叶,IT民工，素质（无脑）看球,-1
Mr.Jiu,我还是个孩子,-1
爱吃草莓,,0
我在黄河口边,我要上头条！,1
非洲纯种黑毛猪,28cm擎天柱,-1
快乐咸鱼每一天,,-1
吕春雷,学生,-1
始末,,-1
我开心,学生,0
姚葛,无,-1
本故事纯属虚构,,-1
点先生,主业敲代码，副业弹吉他。,1
千川,机械工程在读,1
泽宇,愿成为身材最好的美术专业的会弹钢琴的人,-1
本味,烟雨,1
Daniel大姚,,1
Soulmate,,-1
Life,,-1
某人,生死有命，富贵在天。万般带不走，唯有孽缠身。,-1
三白,坐拥诗书傲五侯,0
有待,,-1
归尘,破碎故事之心,0
谢离,独自等待！,1
贾亦真,,1
ccien,苦逼的打工仔,-1
tokaka,感觉自己靠女朋友能火...,1
何时何世何温,谁能一天不吃饭?,1
维摩羯,摩羯/养鱼/stata/数据,1
冬吃泡,大学更累,1
叫我甲第,其实我是一个卖橙子的   ,-1
顶顶,,0
颜回,难忆胯下之辱，定将百倍奉还。,1
红海张舵手,,-1
菜少女,挖掘师,-1
小饭团丶,,-1
云轻扬nuaa,控制算法工程师/摄影爱好者/伪文青,-1
周防萤火,大学生/杂货铺小老板/工科/爱怼三无/直男可爱/直男癌傻逼/活体杠精/脾气差/不爱社交,0
tooT,文案,-1
乔瑟夫坐飞机,靠！！！！,0
X榴莲山竹,智商低，情商负,-1
三水,一只医学狗,-1
浪花小,,-1
奥特瓜,特摄研究员,-1
忽悠忽悠大忽悠,杠精注意素质，骂人是会被封号的,1
金大刀,我就看个热闹，不当真,1
微整形资深老专家,,0
酒精泡芙,,0
Inheart-cc,日常更新在想法,0
Cheney Tsu,,-1
陈旭,,-1
一条老柯基,,1
谭可以,游戏,-1
Toyz,The night is young.The music&#39;s loud.,1
轨迹,星光闪耀的光芒,-1
999,会打高尔夫的篮球狗,-1
啧啧啧,Coder,-1
张美味小姐,公众号：天生我才貌双全,0
骑鹤下扬州,前鸡汤克星，伪股评师，真·村民,-1
小傅,有趣的灵魂百里挑一,1
林间睡狐,,-1
知乎用户,,0
朱居居,在追求理想的路上,-1
李大黑,做更好的自己,1
white,好好学习,0
十方,少年心里住着一匹马，一窖冰。,-1
SeverusKo,,-1
两米的大长腿,,-1
电驴能跑六个来回,半吊子水平的注册消防工程师，野生海鲜售卖,1
长冬梦旅人,喜欢文学游戏看电影的大学工科狗,1
鸹貔,,-1
滚雪球的刺猬,,-1
阿修罗,吉他/篮球/学习,-1
郭joy,装逼者，请勿靠近。,-1
哲学家,春空千鹤若幻梦,1
一只蓝拖鞋,,-1
一只梅梅,,1
想永远做个学生,在下有荣宝啦！,1
爱瑶瑶和喵喵,有心天下，只输一笔多情。,0
匿名用户,,1
周仙仙,还有点子追求,0
冬东Kingsley,兼职摄影的柴犬捡屎官,-1
孙犇犇,人类的悲欢并不相通，我只觉得他们吵闹,1
小白,数学系研究生,0
若轼,终有,-1
傲娇追恋丶伊,,-1
秋秋,海军  半吊子科技迷,1
匿名用户,,1
一蓑烟雨任平生,法学在读,1
年香影,25岁大龄孤儿/渴望被领养,0
未莳,野生lo娘，有点老司机~,0
鹿人,其实真名叫野驴，因为他家里没有草原,-1
文若,通信工程,-1
隐身就好,上帝不得不在第七天加了班,0
三毛老师,我微信：15701383895，公众号：全球时间管理社群,1
今天是叶子,间歇性利他主义者,-1
土豆也好吃,,-1
向左向右,一个自由懒散的服装设计师,0
椰子外婆,老年人,0
是你林哥,生活明朗 万物可爱,1
木笙瑾,,1
例不虚发探花郎,知乎获赞数第三十六名，只有这么点儿粉丝，我一定是人设出了问题。,1
羅夢華,,-1
haixin,,-1
楠林,moba类高玩/鸡王/健身爱好者/拍照的,-1
最佳损友,曾经会跳街舞的程序猿，喜欢陈奕迅,1
Kim2Sky,汽车媒体人,-1
施主请叁思,小人物,1
知乎用户,,-1
鲫鱼豆腐汤,间歇性踌躇满志，持续性混吃等死,1
Shiina Orez,现役渣渣backend coder，喜欢音乐和绘画w,1
蕉瑟夫·蕉斯达,他说boy ♂next ♂door这点痛算什么,1
poko,清华软件狗,-1
米尔克,一句话怎么够描述,1
凌夏,,-1
知乎用户,,1
CloudySky,多喝热水,1
啦啦啦,,1
不二咖啡-刘博,沈阳不二咖啡创始人 微信号yuezhuokeqi 修身齐家养狗宠妻卖咖啡,1
张生生,,-1
一招ss,迷你四驱车爱好者，MOBA游戏后5%玩家,1
Leatitia,,-1
张鹏,法国国家酿酒师 Montpellier SupAgro,1
npyxx,随便记住我，然后把我忘了吧,-1
生而为人,嗯,-1
重生玄德公,时来天地皆同力，运去英雄不自由。,1
某典,,-1
宾宾宾,,-1
Steven Zhang,,-1
苏更生,人间不值得,-1
匿名用户,,1
匿名用户,,1
匿名用户,,1
Leo,法语，商科，Twitter,-1
匿名用户,,1
穆恩,车辆工程专业在读本科生,-1
PerstonLee,不会做菜的厨师,-1
管斌,天津大学研究生在读 AI深度学习 医学图像检测 尤文蒂尼,1
文斌,终不似，少年游。,1
怪牛,凭理而论,1
阿璃菲落,在人间有谁活着不像是一场炼狱,1
世界花样抖腿王,广编使人秃头,1
Fluid,,-1
匿名用户,,1
孔蔷微,,0
卖33的大火柴,诶嘿嘿,-1
Steven,创业狗,1
喷喷人跳跳舞,R&amp;D 创新研发,-1
小矮侠,,1
穿山越岭的路人,,-1
Owen孙,UIUC ECE学不下去了,1
王爷,,1
黄富贵他爹,房地产销售/婚礼策划师,-1
张一,,-1
匿名用户,,1
匿名用户,,1
HIRONARI,珠宝设计师,-1
祺天大圣,学生,-1
雷添智,认真是我们参与社会的方式,1
老年low逼,,-1
朱秒射,活在裆下,-1
匿名用户,,1
圆的方块,材料博士，科学松鼠会，公号【圆的方块】,1
time chaser,,-1
Kempe hau,,1
赵一凡,天地之大，品类之盛,1
孙志刚,拥抱激情的生活态度,1
平壤权志龙,,-1
哥白尼筋骨疼,曾梦想妙笔生天下仗剑走天涯,1
玩刀的大猫,I&#39;m Iron man,1
Black boss,,-1
蔡寅飞,涉猎广泛而学艺不精，囫囵吞枣长个见识 微信公众号菜鸡飞,1
彭章来,工科男,1
橘子酱,,0
城北徐公,做一个安静的美男子,1
神经病有所好转,过气网红，原魔兽世界吧吧主，天涯版主，现微博神经病有所好转,-1
苏四,,-1
贝塔贝塔我是舒克,PRD=骗人的 ಠ_ಠ 规划=鬼话,0
Boogie Felton,Popping/广告策划,-1
小太爷,一个不学法的主持人不是个好作家,1
十二七七七,,-1
放牛班的春天,人间四月芳菲尽，山寺桃花始盛开。,-1
匿名用户,,1
某聪,,1
暴躁泰迪熊,北美科研民工,-1
薛定谔的圆盒子,公众号：薛定谔的圆盒子。【人生有诸多趣味，薛定谔的盒子里，也不止有猫。】,0
半夜不睡,健身爱好者/人民教师/微xiaohude0812,1
琴墨,天行健 君子以自强不息！,-1
喵了个咪,辩论小白/工科僧,1
boom,,1
Restricted18,7小时辨善恶,0
茁壮成长,一个落榜的条子,1
直男也不好当啊,,1
Mr.Feng,一个心怀梦想偶尔矫情不做作的屌丝男孩,-1
徐嘉泽,忧郁徘徊的医学狗,-1
远迹,见贤思齐焉，见不贤而内自省也,1
一脑鱼,,-1
匿名用户,,1
Shinoda,,1
半层浓雾,生活就是明天的屎，不知道形状和颜色,1
林林,,-1
他乡没有烈酒,,-1
第三人称,哲学男博士,-1
小狼君,二线城市的二线工程师,-1
墨林惊凰,浮云吹作雪，世味煮成茶。,-1
老白,改行的建筑师,1
向西,放慢脚步，当你学会了走，你的脚，自然会跑起来。,1
未名笑笑生,搬砖，拍照，看电影，维持生活这样子,1
R1eC,能凶也能温柔,0
坤生,大学生,1
米沙,,1
姚久鹏,智商低的乐乐,1
匿名用户,,1
马攀,半吊子摄影爱好者   苦逼写稿狗,-1
嘘低调点儿,世界这么大，我想去看看。我想带上你，你得带上钱！,-1
钟情炮哥,我好钟意你啊,-1
无情无义大渣男,,1
李晨鑫,爱芷萱,-1
宋染,UC化学博士在读,1
许小五,,1
只会拉稀,网络上的东西不要太计较，对面是人是狗你都不知道,1
智广,码而不思则罔，思而不码则殆,1
Edward,,-1
热心市民麦香鱼,,-1
戴亦凡,我是琦琦的凡凡,1
摘星,我到底欠了你什么，做梦都要让我难过 ​​​,1
拾柒St丶,呆萌大叔,-1
安睡前,计算机，物联网，录音工作,-1
黑风寨王宝庆,李团长，不是我们不敢开门啊！,-1
我是你曾哥,学生,-1
lan人耳朵疼,奈何深渊再无法坠落，亦不能登顶,-1
余笋,,1
一只黑黑,善意第三人,-1
Uncle JOE,To fly is my dream,1
愿天堂没有举高高,有苦是福可福祸相生,-1
Gareth Chen,桃花依旧笑春风,1
邓默然,,-1
行行,,-1
匿名用户,,1
Viwthres,,-1
高小豆,图书馆占座达人,-1
William,英语老师一枚,-1
玖伍,,1
龙行天下,,-1
李摩尔,我什么时候才能像你们一样优秀,-1
爱乐,二次元老混蛋，异地恋小鸡汤,-1
爱吃菓菓的猪,,-1
我都不知道怎么办了,,-1
匿名用户,,1
loposition,,-1
狗豪,,-1
TvShou,一个人,-1
言爱,致力于结识有趣的灵魂。,-1
helicopter,退役军人,1
活在梦里,我很能睡,-1
喵喵咪咪,喝露水的小仙女,0
我将带头装逼,公务员儿/生活垃圾分类也懂一点,-1
澳澳澳澳澳澳,6个澳,1
张小权,,-1
蛋疼的薇恩,,-1
可乐,,-1
一级键盘手艺术家,bug工程师,-1
一介书生,书生,-1
匿名用户,,1
我是小胖子,爱你,0
翠浓,,0
我是真的皮,愿意以更适合内心的方式生活,-1
初衷不改,,1
卢克,,1
HQNiu,控制科学与工程在学的物理人,1
月亮与六便士,药学博士在读,1
accRoliuMingher,纹身师/软装设计师/模特,1
宝丁儿,,0
卡盐bear,学生,-1
三行,小学生,1
低级趣味的薛,,-1
橘生淮南,命数如织，当为磐石,1
ZEEP,"公众号:ZEEP, 抖音英语达人, 短视频老司机",1
北条,,1
刺马19,no matter how,1
脆皮鸭哟 来一份,在校高级注册SIT机械自动化大学生,-1
匿名用户,,1
sunn腾,,-1
一把大锄头,摄影爱好者,1
Faith Charm,,-1
陆氺,混吃等死美滋滋,-1
lxf的美少年,,1
闫睿,,-1
鱼掌柜,鱼酱哥哥,1
匿名用户,,1
士别三日,当按揉睛明穴，轮刮眼眶,1
妇联陈大爷,法学,-1
梵高先生,学生,-1
匿名用户,,1
庸颜哥哥丶,块状物瞬间移动师,1
十两粮食,走在现实的边缘,-1
hui sonata,音乐制作大一。网易音乐人:hui sonata。艺考/心理咨询,1
mmm,,-1
彬先森,公众号：彬先森  |  死撑青年,1
假面,,1
Sybil的法郎,一个神经质伪Hr,0
有趣的灵魂二百多斤,办公室临时实习生。,-1
Mmm,,-1
小青爷和小十三爷,本科理工 狗,-1
小雨 立可白,,-1
南楚江湘,,1
乙二浩太,学生,-1
Johnson,商业地产/投资分析/职业经理人,1
糯米糕,来了老弟,-1
八大处整形魏建军,专注毫厘，极致苛求,1
exjy001,,-1
一口吃成大胖子,我的刺猬弟弟名字叫猪…,0
阿七,湖南高校某乐队划水贝斯手，搞设计的穷13，自由撰稿人,0
太公子丨穆,风险管理，企业运营，财务战略,-1
hufy,,1
知乎用户,,1
古月是我家猪,人才,-1
超人今天不想飞,土木学生,-1
阿斐斐斐斐斐,学生,-1
木子,设计师 餐厅经营,0
石美景,艺术设计在读,-1
唐先生,,-1
欧阳兄弟,欧阳兄弟不是两个人也不是三个人，而是一个人,-1
陈江南,太浮夸,1
耗子,非专业喜剧剧家,-1
走丢的玉米,,1
匿名用户,,1
缑晨曦,哎呦喂,-1
何须羡清风,生当如夏花 只为一瞬绚烂,1
通儿,努力上岸,1
啊哈哈,,-1
Sparkler,学生,1
山河故人,,-1
木木策,健身界飞机开的最好的男人 ,-1
大泡泡儿,,0
郑晓敏,,-1
徐端阳的爸爸,我爱徐端阳,1
melody,产品设计师,0
Harry Mu,码码代码,1
张先生,不告诉你,1
巴霍巴利,钉宫病患者，轻度美剧，日剧控,1
万万没想到,,-1
石上青,我是来学习的。,-1
知乎用户,,1
Sugar,,-1
王壮壮,I wanna eat you alive.,1
匿名用户,,1
叮咚叮咚,谦谦君子，温润如玉。心有猛虎，细嗅蔷薇。,-1
lujia shen,,1
木子,帅帅的学生,-1
臧言,保卫者,-1
金陵大肉包,铁拳（tekken）热爱者/捷豹粉,1
凮殘炫舞,,0
小雅,声优控,0
Tain,致力于动物保护事业的有志青年,-1
朝闻道,大学生,1
杉年,编导系在读学生,-1
六先生,某公司先生,1
Beloved,真知棒,0
zgg123456,,-1
匿名用户,,1
非涉密人员,,0
王怡硕,非正常码农,-1
Xavier,学生,-1
迷失lost,辩手 微信辩论公众号：aibianlunde7,-1
薛定谔的猫,岁月老了.听故事的人成了讲故事的人，讲故事的人成了故事里的人。,-1
XHao,甜,-1
斯尼克wer,我是威尔，我创造的东西都来自永恒无上的创造者之手。,1
影诊,,1
「已注销」,,0
DragOnfly,Always a student,-1
浮世清风,学生,-1
Mr yao,不够优秀，不配拥有,1
穿过风又绕个弯,无法描述,1
宁昂昂若千里之驹乎,大象，大象。哇喔,-1
秋刀鱼好滋味,控制科学与工程在读研究生,-1
Lou,酒店行业。,1
青先生,心如止水,1
哦哦,,0
知乎用户,,1
咸鱼王,一条想加了孜然再翻身的咸鱼,-1
Ignore,计算机科学与技术在读,-1
库里我大哥,学生一个,-1
三颗大白菜,貌美如花，怕是魅惑了你,0
陈半仙,牛角尖里面的不安分子,1
红烧猪脚,设计师，工程师,1
敦儒,扎根.谦卑.自由而无用的灵魂.,1
脑斧出更,,1
修 申,,-1
青鸾丶,,-1
圻茂不扬,假装爱读书 选择恐惧症,1
weske,,1
turbo,美丽,-1
匿名用户,,1
蔡诶,,-1
匿名用户,,1
purple,无业游民,-1
以歌,,-1
巴普洛夫小哥哥,发乎情，止乎具有中国特色的社会主义建设道路,0
嘎嘣脆,碌碌无为的大学生,0
胡田野,听说生化狗被黑的很惨,1
宇啊啊啊,学生材料类,-1
哑巴不唱歌,摄影师,-1
赵逸臣,男的，活的。,1
金锦,,1
kathe,糖醋鱼他爹，说不过就拉黑diss我女朋友,1
龙文,,-1
风的小麦,一句话描述。两句不行吗？我用三句好了！,0
薪宝的男人,爱好搬砖钓鱼欺负媳妇。,1
姚老板的小跟班,hi  姚老板  余生请多指教,-1
川南雁,计算数学,1
野安,,1
王胖胖,家总要成，钱总要挣，奔走红尘，莫忘是书生,1
水箭龟的蛋糕,,1
Chels Lau,,-1
匿名用户,,1
韩哲,产品经理,-1
江山,,1
匿名用户,,1
甜甜甜,,-1
小喵和鱼鱼,,-1
匿名用户,,1
HotSpurs,额。。。,1
匿名用户,,1
陈小天,粗茶重饭,1
钱冠文,,-1
匿名用户,,1
指法芬芳郭大仙,军嫂小郭,0
匿名用户,,1
以柏,放浪形骸大学生,-1
tgm666,,-1
KCKKKK,=。=,-1
luminescence,,-1
kingofpokemon,想考好的人.,1
